symbol,name,currency,exchange,type
RKV,Rakovina Therapeutics Inc.,CAD,TSXV,Common Stock
RLP,Realia Properties Inc.,CAD,TSXV,Common Stock
RLYG,Riley Gold Corp.,CAD,TSXV,Common Stock
RMB,Rumbu Holdings Ltd.,CAD,TSXV,Common Stock
RMD,Richmond Minerals Inc.,CAD,TSXV,Common Stock
RME,Roland Mineral Enterprises Corp.,CAD,TSXV,Common Stock
RMI,Ridgestone Mining Inc.,CAD,TSXV,Common Stock
RML,Rusoro Mining Ltd.,CAD,TSXV,Common Stock
RMO,Rainy Mountain Royalty Corp.,CAD,TSXV,Common Stock
RNCH,Ranchero Gold Corp.,CAD,TSXV,Common Stock
ROAR,Lion Rock Resources Inc.,CAD,TSXV,Common Stock
ROCK,Trident Resources Corp.,CAD,TSXV,Common Stock
ROI,Route1 Inc.,CAD,TSXV,Common Stock
ROK,Rok Resources Inc.,CAD,TSXV,Common Stock
ROMJ,Rubicon Organics Inc.,CAD,TSXV,Common Stock
ROOF,Northstar Clean Technologies Inc.,CAD,TSXV,Common Stock
ROS,Roscan Gold Corp.,CAD,TSXV,Common Stock
ROSH.PR.,Roshni Capital Inc.,CAD,TSXV,Common Stock
ROX,Canstar Resources Inc.,CAD,TSXV,Common Stock
RPP,Regent Pacific Properties Inc.,CAD,TSXV,Common Stock
R.PR.,Rockport Capital Corp.,CAD,TSXV,Common Stock
RPX,Red Pine Exploration Inc.,CAD,TSXV,Common Stock
RRCC.PR.,RAGING RHINO CAPITAL CORP,CAD,TSXV,Common Stock
RRI,Riverside Resources Inc.,CAD,TSXV,Common Stock
RRL.H,Resolute Resources Ltd.,CAD,TSXV,Common Stock
RRM.H,Ross River Minerals Inc.,CAD,TSXV,Common Stock
RRRL,River Road Resources Ltd.,CAD,TSXV,Common Stock
RRR.UN,R&R Real Estate Investment Trust,CAD,TSXV,REIT
RSC.PR.,RSC-P.V,CAD,TSXV,Common Stock
RSM,Resouro Strategic Metals Inc.,CAD,TSXV,Common Stock
RSMX,Regency Silver Corp.,CAD,TSXV,Common Stock
RSS,Resaas Services Inc.,CAD,TSXV,Common Stock
RTE,Route 109 Resources Inc.,CAD,TSXV,Common Stock
RTH,Rathdowney Resources Ltd.,CAD,TSXV,Common Stock
RTM,RT Minerals Corp.,CAD,TSXV,Common Stock
RTO.PR.,RTO.PR.,CAD,TSXV,Common Stock
RUA,Rua Gold Inc.,CAD,TSXV,Common Stock
RUCC.PR.,Rupert's Crossing Capital Inc.,CAD,TSXV,Common Stock
RUM,Rocky Mountain Liquor Inc.,CAD,TSXV,Common Stock
RUN.H,Running Fox Resource Corp.,CAD,TSXV,Common Stock
RUSH,Carolina Rush Corp.,CAD,TSXV,Common Stock
RV,Pathfinder Ventures Inc.,CAD,TSXV,Common Stock
RVC.PR.,Ronin Ventures Corp.,CAD,TSXV,Common Stock
RVG,Revival Gold Inc.,CAD,TSXV,Common Stock
RVLY,Rivalry Corp.,CAD,TSXV,Common Stock
RW,Renoworks Software Inc.,CAD,TSXV,Common Stock
RX,Biosyent Inc.,CAD,TSXV,Common Stock
RYE,Rhyolite Resources Ltd.,CAD,TSXV,Common Stock
RYO,Rio Silver Inc.,CAD,TSXV,Common Stock
RYR,Royal Road Minerals Ltd.,CAD,TSXV,Common Stock
RZL,RZOLV Technologies Inc.,CAD,TSXV,Common Stock
SABA,Saba Energy Ltd.,CAD,TSXV,Common Stock
SAE,Sable Resources Ltd.,CAD,TSXV,Common Stock
SAG,Sterling Metals Corp.,CAD,TSXV,Common Stock
SAGA,Saga Metals Corp.,CAD,TSXV,Common Stock
SAGE,Sage Potash Corp.,CAD,TSXV,Common Stock
SA.H,Southern Arc Minerals Inc. Class A Ordinary Shares,CAD,TSXV,Common Stock
SAI.H,Sunshine Agri-Tech Inc.,CAD,TSXV,Common Stock
SALT,Atlas Salt Inc.,CAD,TSXV,Common Stock
SAO,South Atlantic Gold Inc.,CAD,TSXV,Common Stock
SASK,Atha Energy Corp,CAD,TSXV,Common Stock
SAT,Asian Television Network International Limited,CAD,TSXV,Common Stock
SATO,Sato Technologies Corp.,CAD,TSXV,Common Stock
SAWC.PR.,Sayward Capital Corp.,CAD,TSXV,Common Stock
SAY,Sparta Capital Ltd.,CAD,TSXV,Common Stock
SBIO,Sabio Holdings Inc.,CAD,TSXV,Common Stock
SBMI,Silver Bullet Mines Corp.,CAD,TSXV,Common Stock
SBO.H,Schwabo Capital Corporation,CAD,TSXV,Common Stock
SCAN,Liberty Defense Holdings Ltd.,CAD,TSXV,Common Stock
SCD,Scandium Canada Ltd.,CAD,TSXV,Common Stock
SC.H,Serrano Resources Ltd.,CAD,TSXV,Common Stock
SCLT,Searchlight Resources Inc.,CAD,TSXV,Common Stock
SCMI,Selkirk Copper Mines Inc,CAD,TSXV,Common Stock
SCOT,Scottie Resources Corp.,CAD,TSXV,Common Stock
SCY,Scandium International Mining Corp.,CAD,TSXV,Common Stock
SCZ,Santacruz Silver Mining Ltd.,CAD,TSXV,Common Stock
SDCI.PR.,St. Davids Capital Inc.,CAD,TSXV,Common Stock
SDI,Stampede Drilling Inc.,CAD,TSXV,Common Stock
SDR,Stroud Resources Ltd.,CAD,TSXV,Common Stock
SECU,SSC Security Services Corp,CAD,TSXV,Common Stock
SEGN,Seegnal Inc.,CAD,TSXV,Common Stock
SEI,Sintana Energy Inc.,CAD,TSXV,Common Stock
SEND,Sendero Resources Corp.,CAD,TSXV,Common Stock
SERV,Elevate Service Group Inc.,CAD,TSXV,Common Stock
SEVN.PR.,Seven Oaks Capital Corp.,CAD,TSXV,Common Stock
SFR,Sandfire Resources America Inc.,CAD,TSXV,Common Stock
SGC,Solstice Gold Corp.,CAD,TSXV,Common Stock
SGD,Snowline Gold Corp.,CAD,TSXV,Common Stock
SGE,Strategem Capital Corp.,CAD,TSXV,Common Stock
SGML,Sigma Lithium Corporation,CAD,TSXV,Common Stock
SGN,Scorpio Gold Corporation,CAD,TSXV,Common Stock
SGO,Sonoro Gold Corp,CAD,TSXV,Common Stock
SGQ,SouthGobi Resources Ltd.,CAD,TSXV,Common Stock
SGU,Signature Resources Ltd.,CAD,TSXV,Common Stock
SGZ,Sego Resources Inc.,CAD,TSXV,Common Stock
SHK.PR.,SHK.PR.,CAD,TSXV,Common Stock
SHL,Homeland Nickel Inc.,CAD,TSXV,Common Stock
SHLL.PR.,Shellron Capital Ltd.,CAD,TSXV,Preferred Stock
SHRP,Sherpa II Holdings Corp.,CAD,TSXV,Common Stock
SHRX,Sharp Therapeutics Corp.,CAD,TSXV,Common Stock
SIC,Pirate Gold Corp.,CAD,TSXV,Common Stock
SICO,Silverco Mining Ltd.,CAD,TSXV,Common Stock
SIEN,Sienna Resources Inc. Common Stock,CAD,TSXV,Common Stock
SIG,Sitka Gold Corp.,CAD,TSXV,Common Stock
SILV,Silver Valley Metals Corp,CAD,TSXV,Common Stock
SIQ.H,SIQ Mountain Industries Inc.,CAD,TSXV,Common Stock
SKK,Strikewell Energy Corp.,CAD,TSXV,Common Stock
SKP,StrikePoint Gold Inc.,CAD,TSXV,Common Stock
SKRR,SKRR Exploration Inc.,CAD,TSXV,Common Stock
SKYG,Sky Gold Corp.,CAD,TSXV,Common Stock
SLG,San Lorenzo Gold Corp.,CAD,TSXV,Common Stock
SLI,Standard Lithium Ltd.,CAD,TSXV,Common Stock
SLVR,Silver Tiger Metals Inc.,CAD,TSXV,Common Stock
SLX.PR.,Searchlight Innovations Inc.,CAD,TSXV,Common Stock
SM,Sierra Madre Gold and Silver Ltd.,CAD,TSXV,Common Stock
SMAR.PR.,Smartset Services Inc.,CAD,TSXV,Preferred Stock
SMD,Strategic Metals Ltd.,CAD,TSXV,Common Stock
SME,Sama Resources Inc.,CAD,TSXV,Common Stock
SML,Southstone Minerals Ltd.,CAD,TSXV,Common Stock
SMN,Sun Summit Minerals Corp Common Stock (7YQ/SMN/SMREF),CAD,TSXV,Common Stock
SMP,Southern Empire Resources Corp.,CAD,TSXV,Common Stock
SMR.H,Shine Minerals Corp.,CAD,TSXV,Common Stock
SMRV,Smooth Rock Ventures Corp.,CAD,TSXV,Common Stock
SMY,Search Minerals Inc.,CAD,TSXV,Common Stock
SNAG,Silver North Resources Ltd.,CAD,TSXV,Common Stock
SNG,Silver Range Resources Ltd.,CAD,TSXV,Common Stock
SN.H,Sennen Potash Corporation,CAD,TSXV,Common Stock
SNM,Shamaran Petroleum Corp.,CAD,TSXV,Common Stock
SNV,Sonoro Energy Ltd.,CAD,TSXV,Common Stock
SOI,Sirios Resources Inc.,CAD,TSXV,Common Stock
SOLI.PR.,Solid Impact Investments Corp.,CAD,TSXV,Common Stock
SOLR,Solar Alliance Energy Inc.,CAD,TSXV,Common Stock
SOMA,Soma Gold Corp.,CAD,TSXV,Common Stock
SOO.PR.,Spectre Capital Corp.,CAD,TSXV,Common Stock
SOU,Southern Energy Corp,CAD,TSXV,Common Stock
SOU.WT,SOU.WT,CAD,TSXV,Common Stock
SPA,Spanish Mountain Gold Ltd.,CAD,TSXV,Common Stock
SPC,SPC Nickel Corp.,CAD,TSXV,Common Stock
SPD,Silver Predator Corp.,CAD,TSXV,Common Stock
SPI,Canadian Spirit Resources Inc.,CAD,TSXV,Common Stock
SPMC,South Pacific Metals Corp.,CAD,TSXV,Common Stock
SPN,Snipp Interactive Inc.,CAD,TSXV,Common Stock
SPOT,Earthlabs Inc.,CAD,TSXV,Common Stock
SPRQ,Sparq Systems Inc.,CAD,TSXV,Common Stock
SPSA.PR.,SP Strategic Acquisition Corp.,CAD,TSXV,Common Stock
SPX,Stellar AfricaGold Inc.,CAD,TSXV,Common Stock
SPZ,SuperBuzz Inc.,CAD,TSXV,Common Stock
SQG,Spackman Equities Group Inc.,CAD,TSXV,Common Stock
SR,Strategic Resources Inc.,CAD,TSXV,Common Stock
SRA,Stria Lithium Inc.,CAD,TSXV,Common Stock
SRC,Stakeholder Gold Corp.,CAD,TSXV,Common Stock
SRI,Sparton Resources Inc.,CAD,TSXV,Common Stock
SRL,Salazar Resources Ltd.,CAD,TSXV,Common Stock
SRQ,Srq Resources Inc.,CAD,TSXV,Common Stock
SRR,Source Rock Royalties Ltd.,CAD,TSXV,Common Stock
SSA,Spectra Products Inc.,CAD,TSXV,Common Stock
SSE,Silver Spruce Resources Inc.,CAD,TSXV,Common Stock
SSS.PR.,Samurai Capital Corp.,CAD,TSXV,Preferred Stock
SSSS.PR.,Shooting Star Acquisition Corp.,CAD,TSXV,Preferred Stock
SSV,Southern Silver Exploration Corp.,CAD,TSXV,Common Stock
SSX,Sleeping Giant Capital Corp.,CAD,TSXV,Common Stock
STE,Starr Peak Mining Ltd.,CAD,TSXV,Common Stock
STMP,Stamper Oil & Gas Corp.,CAD,TSXV,Common Stock
STND,Standard Uranium Ltd.,CAD,TSXV,Common Stock
STNG,Stinger Resources Inc.,CAD,TSXV,Common Stock
STR.H,Santa Rosa Resources Corp,CAD,TSXV,Common Stock
STRM,Storm Exploration Inc.,CAD,TSXV,Common Stock
STRR,Star Royalties Ltd.,CAD,TSXV,Common Stock
STS,South Star Battery Metals Corp.,CAD,TSXV,Common Stock
STU,Stuhini Exploration Ltd.,CAD,TSXV,Common Stock
STUD,Stallion Uranium Corp.,CAD,TSXV,Common Stock
STUV,Stuve Gold Corp.,CAD,TSXV,Common Stock
STW,Stockworks Gold Inc.,CAD,TSXV,Common Stock
SUGR,Sucro Ltd,CAD,TSXV,Common Stock
SUI,Superior Mining International Corporation,CAD,TSXV,Common Stock
SUM,Summit Royalties Ltd.,CAD,TSXV,Common Stock
SUN,Stardust Solar Energy Inc.,CAD,TSXV,Common Stock
SURG,Surge Copper Corp,CAD,TSXV,Common Stock
SVE,Silver One Resources Inc.,CAD,TSXV,Common Stock
SVG,Silver Grail Resources Ltd.,CAD,TSXV,Common Stock
SVP.H,Sceptre Ventures Inc.,CAD,TSXV,Common Stock
SVRS,Silver Storm Mining Ltd.,CAD,TSXV,Common Stock
SWA,Sarama Resources Ltd.,CAD,TSXV,Common Stock
SWAN,Black Swan Graphene Inc.,CAD,TSXV,Common Stock
SWLF,Silver Wolf Exploration Ltd.,CAD,TSXV,Common Stock
SXL,Slam Exploration Ltd.,CAD,TSXV,Common Stock
SYG,Sylla Gold Corp.,CAD,TSXV,Common Stock
SYH,Skyharbour Resources Ltd.,CAD,TSXV,Common Stock
TAB.H,Tablas Ventures Corp.,CAD,TSXV,Common Stock
TAJ,Tajiri Resources Corp,CAD,TSXV,Common Stock
TAO,Tag Oil Ltd.,CAD,TSXV,Common Stock
TAU,Thesis Gold Inc.,CAD,TSXV,Common Stock
TBIX,TrustBix Inc.,CAD,TSXV,Common Stock
TBK,Trailbreaker Resources Ltd.,CAD,TSXV,Common Stock
TBLL,Tombill Mines Ltd.,CAD,TSXV,Common Stock
TBLZ.PR.,Trail Blazer Capital Corp.,CAD,TSXV,Common Stock
TBRD,Thunderbird Entertainment Group Inc.,CAD,TSXV,Common Stock
TCG.PR.,Transcontinental Gold Corp.,CAD,TSXV,Common Stock
TCK.PR.,Trillium Acquisition Corp.,CAD,TSXV,Common Stock
TCO,Transatlantic Mining Corp.,CAD,TSXV,Common Stock
TDG,TDG Gold Corp.,CAD,TSXV,Common Stock
TEA,Tearlach Resources Ltd.,CAD,TSXV,Common Stock
TECT,TECTONIC METALS INC,CAD,TSXV,Common Stock
TELO,Telo Genomics Corp,CAD,TSXV,Common Stock
TES,Tesoro Minerals Corp,CAD,TSXV,Common Stock
TEST.H,FluroTech Ltd.,CAD,TSXV,Common Stock
TG,Trifecta Gold Ltd.,CAD,TSXV,Common Stock
TGC,Toogood Gold Corp.,CAD,TSXV,Common Stock
TGOL,Thunder Gold Corp.,CAD,TSXV,Common Stock
TGS,TGS Esports Inc.,CAD,TSXV,Common Stock
TGX,Tgx Energy & Resources Inc.,CAD,TSXV,Common Stock
THM,Thunder Mountain Gold Inc.,CAD,TSXV,Common Stock
THP,Totally Hip Technologies Inc.,CAD,TSXV,Common Stock
THRM,Therma Bright Inc.,CAD,TSXV,Common Stock
THX,Thor Explorations Ltd.,CAD,TSXV,Common Stock
TIDE.PR.,Intertidal Capital Corp.,CAD,TSXV,Common Stock
TIE,Coloured Ties Capital Inc.,CAD,TSXV,Common Stock
TIG,Triumph Gold Corp.,CAD,TSXV,Common Stock
TIGR,Tiger Gold Corp.,CAD,TSXV,Common Stock
TIN,Tincorp Metals Inc.,CAD,TSXV,Common Stock
TIP.H,Tyner Resources Ltd.,CAD,TSXV,Common Stock
TK,Tinka Resources Ltd.,CAD,TSXV,Common Stock
TKU,Tarku Resources Ltd.,CAD,TSXV,Common Stock
TLA,Titan Logix Corp,CAD,TSXV,Common Stock
TLC.PR.,TIMELESS CAPITAL CORP,CAD,TSXV,Common Stock
TLT,Theralase Technologies Inc.,CAD,TSXV,Common Stock
TM,Trigon Metals Inc.,CAD,TSXV,Common Stock
TMET,Torr Metals Inc.,CAD,TSXV,Common Stock
TMG,Thermal Energy International Inc.,CAD,TSXV,Common Stock
TMS.H,Targeted Microwave Solutions Inc.,CAD,TSXV,Common Stock
TNGD,Tiernan Gold Corp.,CAD,TSXV,Common Stock
TNO.H,Terreno Resources Corp.,CAD,TSXV,Common Stock
TNR,TNR Gold Corp.,CAD,TSXV,Common Stock
TNX,TenX Protocols Inc.,CAD,TSXV,Common Stock
TOI,Topicus.com Inc.,CAD,TSXV,Common Stock
TOM,Trinity One Metals Ltd.,CAD,TSXV,Common Stock
TOP.PR.,Transition Opportunities Corp.,CAD,TSXV,Common Stock
TORC,TinOne Resources Inc.,CAD,TSXV,Common Stock
TORQ,Torq Resources Inc.,CAD,TSXV,Common Stock
TORR,Torrent Capital Ltd.,CAD,TSXV,Common Stock
TOTC,Totec Resources Ltd.,CAD,TSXV,Common Stock
TOTC.PR.,Totec Resources Ltd.,CAD,TSXV,Common Stock
TPL,Tethys Petroleum Ltd.,CAD,TSXV,Common Stock
TR,Troubadour Resources Inc.,CAD,TSXV,Common Stock
TRA,Teras Resources Inc.,CAD,TSXV,Common Stock
TRAN,Clean Energy Transition Inc.,CAD,TSXV,Common Stock
TRBC,Tribeca Resources Corp,CAD,TSXV,Common Stock
TRBE,Tribe Property Technologies Inc.,CAD,TSXV,Common Stock
TRBE.WT,TRBE.WT,CAD,TSXV,Common Stock
TRBR,TRUBAR Inc.,CAD,TSXV,Common Stock
TRO,Taranis Resources Inc.,CAD,TSXV,Common Stock
TRR,Terra Rossa Gold Ltd.,CAD,TSXV,Common Stock
TRS,Tres-Or Resources Ltd.,CAD,TSXV,Common Stock
TRU,Tru Precious Metals Corp.,CAD,TSXV,Common Stock
TRV.PR.,Treviso Capital Corp.,CAD,TSXV,Preferred Stock
TSD,Tsodilo Resources Limited,CAD,TSXV,Common Stock
TSG,Tristar Gold Inc.,CAD,TSXV,Common Stock
TSLV,Tier One Silver Inc.,CAD,TSXV,Common Stock
TT,Total Metals Corp.,CAD,TSXV,Common Stock
TTD,Tinkerine Studios Ltd.,CAD,TSXV,Common Stock
TTG,Trans Canada Gold Corp.,CAD,TSXV,Common Stock
TTGI,Turnium Technology Group Inc.,CAD,TSXV,Common Stock
TTI,"Thiogenesis Therapeutics, Corp.",CAD,TSXV,Common Stock
TTO.H,Atoro Capital Corp.,CAD,TSXV,Common Stock
TTS,Tintina Mines Ltd.,CAD,TSXV,Common Stock
TTZ,Total Telcom Inc.,CAD,TSXV,Common Stock
TUD,Tudor Gold Corp.,CAD,TSXV,Common Stock
TUF,Honey Badger Silver Inc.,CAD,TSXV,Common Stock
TUK,Tuktu Resources Ltd.,CAD,TSXV,Common Stock
TUO,Teuton Resources Corp.,CAD,TSXV,Common Stock
TUP.PR.,Tup Capital Inc.,CAD,TSXV,Common Stock
TVI,Tvi Pacific Inc.,CAD,TSXV,Common Stock
TWO,T2 Metals Corp,CAD,TSXV,Common Stock
TWR,Tower Resources Ltd.,CAD,TSXV,Common Stock
TWY.H,Twyford Ventures Inc.,CAD,TSXV,Common Stock
TZR.H,Terrace Energy Corp.,CAD,TSXV,Common Stock
UCU,Ucore Rare Metals Inc.,CAD,TSXV,Common Stock
UFC,Urbanfund Corp,CAD,TSXV,Common Stock
UGD,Unigold Inc.,CAD,TSXV,Common Stock
UI,Urbanimmersive Inc.,CAD,TSXV,Common Stock
UIG,Urban Infrastructure Group Inc.,CAD,TSXV,Common Stock
ULT,Ultra Lithium Inc.,CAD,TSXV,Common Stock
UNO.H,Northern Uranium Corp.,CAD,TSXV,Common Stock
UPT.PR.,UpStart Investments Inc.,CAD,TSXV,Common Stock
URZ,Uranerz Energy Corporation,CAD,TSXV,Common Stock
USCU,Us Copper Corp,CAD,TSXV,Common Stock
USHA,Usha Resources Ltd.,CAD,TSXV,Common Stock
USS,Uniserve Communications Corporation,CAD,TSXV,Common Stock
VAL.PR.,Valencia Capital Inc.,CAD,TSXV,Common Stock
VAND,Largo Physical Vanadium Corp,CAD,TSXV,Common Stock
VAU,Viva Gold Corp,CAD,TSXV,Common Stock
VAX,Vantex Resources Ltd.,CAD,TSXV,Common Stock
VCC.PR.,Veteran Capital Corp.,CAD,TSXV,Preferred Stock
VCG,Visionary Copper and Gold Mines Inc.,CAD,TSXV,Common Stock
VCI,Vitreous Glass Inc.,CAD,TSXV,Common Stock
VCT,Volt Carbon Technologies Inc.,CAD,TSXV,Common Stock
VCU,Vizsla Copper Corp.,CAD,TSXV,Common Stock
VCV,Vatic Ventures Corp.,CAD,TSXV,Common Stock
VDO.H,Nevado Resources Corporation,CAD,TSXV,Common Stock
VEC.H,Vanadian Energy Corp.,CAD,TSXV,Common Stock
VEIN,Pasofino Gold Limited,CAD,TSXV,Common Stock
VENZ,Venzee Technologies Inc.,CAD,TSXV,Common Stock
VER.H,Verisante Technology Inc.,CAD,TSXV,Common Stock
VERT,Vertical Exploration Inc.,CAD,TSXV,Common Stock
VG,Volcanic Gold Mines Inc.,CAD,TSXV,Common Stock
VGD,Visible Gold Mines Inc.,CAD,TSXV,Common Stock
VGN,Greencastle Resources Ltd.,CAD,TSXV,Common Stock
VIO,Vior Gold Corporation Inc.,CAD,TSXV,Common Stock
VIPR,Silver Viper Minerals Corp.,CAD,TSXV,Common Stock
VIS,Visionstate Corp,CAD,TSXV,Common Stock
VITA,Vitalist Inc.,CAD,TSXV,Common Stock
VIZ,Visionary Metals Corp.,CAD,TSXV,Common Stock
VKG.H,Norse Gold Corp.,CAD,TSXV,Common Stock
VLC,Velocity Minerals Ltd.,CAD,TSXV,Common Stock
VLD,Vinland Lithium Inc.,CAD,TSXV,Common Stock
VLI,Vision Lithium Inc.,CAD,TSXV,Common Stock
VLX,Velox Energy Materials Inc.,CAD,TSXV,Common Stock
VM,Voyageur Pharmaceuticals Ltd.,CAD,TSXV,Common Stock
VMET,Versamet Royalties Corporation,CAD,TSXV,Common Stock
VML,Viscount Mining Corp.,CAD,TSXV,Common Stock
VMS,Vortex Metals Inc.,CAD,TSXV,Common Stock
VMXX,Valhalla Metals Inc.,CAD,TSXV,Common Stock
VMY.H,"Voice Mobility International, Inc.",CAD,TSXV,Common Stock
VO,ValOre Metals Corp.,CAD,TSXV,Common Stock
VPI,Vitality Products Inc.,CAD,TSXV,Common Stock
VPT,Ventripoint Diagnostics Ltd.,CAD,TSXV,Common Stock
VQS,VIQ Solutions Inc.,CAD,TSXV,Common Stock
VRB,Vanadiumcorp Resource Inc.,CAD,TSXV,Common Stock
VROY,Vizsla Royalties Corp.,CAD,TSXV,Common Stock
VRR,VR Resources Ltd.,CAD,TSXV,Common Stock
VRY,Petro-Victory Energy Corp,CAD,TSXV,Common Stock
VTEN.PR.,V TEN CAPITAL CORP,CAD,TSXV,Common Stock
VTT,Vendetta Mining Corp,CAD,TSXV,Common Stock
VTX,Vertex Resource Group Ltd.,CAD,TSXV,Common Stock
VUL,Vulcan Minerals Inc.,CAD,TSXV,Common Stock
VUX,"Vital Energy, Inc.",CAD,TSXV,Common Stock
VVC,VVC Exploration Corp.,CAD,TSXV,Common Stock
VVTM,VVT Med Inc.,CAD,TSXV,Common Stock
VXL,Vaxil Bio Ltd.,CAD,TSXV,Common Stock
VYC.H,Vanity Capital Inc.,CAD,TSXV,Common Stock
VZZ,Val-d'Or Mining Corporation,CAD,TSXV,Common Stock
W,Spartan Metals Corp.,CAD,TSXV,Common Stock
WAM,Alaska Silver Corp.,CAD,TSXV,Common Stock
WAT.PR.,Whatcom Capital II Corp.,CAD,TSXV,Preferred Stock
WATR,Current Water Technologies Inc.,CAD,TSXV,Common Stock
WAVE,Waverley Pharma Inc.,CAD,TSXV,Common Stock
WAV.H,Pepcap Resources Inc.,CAD,TSXV,Common Stock
WBE,WestBond Enterprises Corp.,CAD,TSXV,Common Stock
WCE,WesCan Energy Corp.,CAD,TSXV,Common Stock
WCSB,Decimus Oil Corp.,CAD,TSXV,Common Stock
WCU,World Copper Ltd.,CAD,TSXV,Common Stock
WEB,Westbridge Renewable Energy Corp.,CAD,TSXV,Common Stock
WEC,Winchester Equity Corporation,CAD,TSXV,Common Stock
WED,The Westaim Corporation Common Stock,CAD,TSXV,Common Stock
WEX,Western Exploration Inc.,CAD,TSXV,Common Stock
WFLD,Wellfield Technologies Inc.,CAD,TSXV,Common Stock
WGF,Wescan Goldfields Inc.,CAD,TSXV,Common Stock
WGLD,Western Gold Exploration Ltd.,CAD,TSXV,Common Stock
WGO,White Gold Corp,CAD,TSXV,Common Stock
WGT,Westgate Energy Inc.,CAD,TSXV,Common Stock
WHN,Westhaven Gold Corp.,CAD,TSXV,Common Stock
WHY,West High Yield Resources Ltd.,CAD,TSXV,Common Stock
WI,Western Investment Company of Canada,CAD,TSXV,Common Stock
WIL,Wilton Resources Inc.,CAD,TSXV,Common Stock
WINS,Winshear Gold Corp,CAD,TSXV,Common Stock
WISH,Wishpond Technologies Ltd.,CAD,TSXV,Common Stock
WITT.PR.,Wittering Capital Corp.,CAD,TSXV,Common Stock
WKG,Westkam Gold Corp,CAD,TSXV,Common Stock
WLF,Wolfden Resources Corporation,CAD,TSXV,Common Stock
WLR,Walker Lane Resources Ltd.,CAD,TSXV,Common Stock
WMK,Whitemud Resources Inc.,CAD,TSXV,Common Stock
WML,Wealth Minerals Ltd.,CAD,TSXV,Common Stock
WMS,Western Metallica Resources Inc.,CAD,TSXV,Common Stock
WOLF,Grey Wolf Animal Health Corp.,CAD,TSXV,Common Stock
WOOD.PR.,Woodbridge Ventures II Inc.,CAD,TSXV,Common Stock
WP,Western Pacific Trust Company,CAD,TSXV,Common Stock
WPG,West Point Gold Corp.,CAD,TSXV,Common Stock
WPR,Canpr Technology Ltd.,CAD,TSXV,Common Stock
WR.H,Worldwide Resources Corp.,CAD,TSXV,Common Stock
WRI,Waseco Resources Inc.,CAD,TSXV,Common Stock
WRLG,West Red Lake Gold Mines Ltd.,CAD,TSXV,Common Stock
WRR,Walker River Resources Corp.,CAD,TSXV,Common Stock
WSK,Wildsky Resources Inc.,CAD,TSXV,Common Stock
WT.H,Wangton Capital Corp,CAD,TSXV,Common Stock
WVM,West Vault Mining Inc.,CAD,TSXV,Common Stock
WWA.PR.,Whitewater Acquisition Corp.,CAD,TSXV,Preferred Stock
WWT,Water Ways Technologies Inc.,CAD,TSXV,Common Stock
XBOT,Realbotix Corp,CAD,TSXV,Common Stock
XCAP.PR.,Exelerate Capital Corp.,CAD,TSXV,Common Stock
XCYT,Xcyte Digital Corp.,CAD,TSXV,Common Stock
XGC,Xali Gold Corp.,CAD,TSXV,Common Stock
XIM,Ximen Mining Corp.,CAD,TSXV,Common Stock
XL,Xxl Energy Corp.,CAD,TSXV,Common Stock
XOX.PR.,Planet X Capital Corp.,CAD,TSXV,Common Stock
XPLR,Xplore Resources Corp.,CAD,TSXV,Common Stock
XRTX,Xortx Therapeutics Inc.,CAD,TSXV,Common Stock
XTAO.U,xTAO Inc.,USD,TSXV,Common Stock
XTM,Transition Metals Corp.,CAD,TSXV,Common Stock
XX,Avante Corp,CAD,TSXV,Common Stock
XXIX,XXIX Metal Corp.,CAD,TSXV,Common Stock
YAK,Mongolia Growth Group Ltd.,CAD,TSXV,Common Stock
YAK.H,Mongolia Growth Group Ltd.,CAD,TSXV,Common Stock
YARR,PIRATE GOLD CORP T24 Common Stock,CAD,TSXV,Common Stock
YAY,Ths Maple Holdings Ltd.,CAD,TSXV,Common Stock
YEG,Yorkton Equity Group Inc.,CAD,TSXV,Common Stock
YES,Char Technologies Ltd.,CAD,TSXV,Common Stock
YFI,Edgewater Wireless Systems Inc.,CAD,TSXV,Common Stock
YGT,Gold Terra Resource Corp.,CAD,TSXV,Common Stock
YNV,Ynvisible Interactive Inc.,CAD,TSXV,Common Stock
YOO,Yangaroo Inc.,CAD,TSXV,Common Stock
YSK.PR.,Space Kingdom Digital Capital Corp.,CAD,TSXV,Common Stock
YTY,Wi2Wi Corporation,CAD,TSXV,Common Stock
ZAC,Zacatecas Silver Corp,CAD,TSXV,Common Stock
ZAU,Zodiac Gold Inc.,CAD,TSXV,Common Stock
ZBNI,Zeb Nickel Corp.,CAD,TSXV,Common Stock
ZC,ZIMTU CAPITAL CORP,CAD,TSXV,Common Stock
ZCC.H,Zena Mining Corp.,CAD,TSXV,Common Stock
ZCT,Zero Candida Technologies Inc.,CAD,TSXV,Common Stock
ZDC,Zedcor Inc.,CAD,TSXV,Common Stock
ZEN,Zentek Ltd.,CAD,TSXV,Common Stock
ZENI.PR.,Zenith Capital Corporation,CAD,TSXV,Common Stock
ZFR,Zephyr Minerals Ltd.,CAD,TSXV,Common Stock
Z.H,Zinc One Resources Inc.,CAD,TSXV,Common Stock
ZKL.H,China Keli Electric Company Ltd.,CAD,TSXV,Common Stock
ZLTO,BulGold Inc.,CAD,TSXV,Common Stock
